Seizoen,Datum,Thuisclub,Uitclub,Thuisscore,Uitscore
2020-2021,2021-02-14,Vitesse,FC Twente,0,2
2020-2021,2021-02-19,Willem II,FC Utrecht,0,6
2020-2021,2021-02-20,FC Emmen,PEC Zwolle,3,2
2020-2021,2021-02-20,Fortuna Sittard,ADO Den Haag,2,0
2020-2021,2021-02-20,VVV-Venlo,AZ,1,4
2020-2021,2021-02-21,Ajax,Sparta Rotterdam,4,2
2020-2021,2021-02-21,FC Twente,Feyenoord,2,2
2020-2021,2021-02-21,PSV,Vitesse,3,1
2020-2021,2021-02-21,RKC Waalwijk,Heracles Almelo,3,0
2020-2021,2021-02-21,SC Heerenveen,FC Groningen,1,1
2020-2021,2021-02-24,FC Groningen,Feyenoord,0,0
2020-2021,2021-02-24,Willem II,ADO Den Haag,1,1
2020-2021,2021-02-26,PEC Zwolle,SC Heerenveen,4,1
2020-2021,2021-02-27,ADO Den Haag,RKC Waalwijk,0,0
2020-2021,2021-02-27,FC Utrecht,FC Emmen,0,1
2020-2021,2021-02-27,Heracles Almelo,FC Twente,2,2
2020-2021,2021-02-27,Vitesse,VVV-Venlo,4,1
2020-2021,2021-02-28,AZ,Feyenoord,4,2
2020-2021,2021-02-28,FC Groningen,Fortuna Sittard,1,0
2020-2021,2021-02-28,PSV,Ajax,1,1
2020-2021,2021-02-28,Sparta Rotterdam,Willem II,0,2
2020-2021,2021-03-05,FC Emmen,Sparta Rotterdam,1,1
2020-2021,2021-03-06,FC Twente,Willem II,1,1
2020-2021,2021-03-06,Feyenoord,VVV-Venlo,6,0
2020-2021,2021-03-06,RKC Waalwijk,FC Utrecht,1,2
2020-2021,2021-03-06,SC Heerenveen,ADO Den Haag,3,0
2020-2021,2021-03-07,Ajax,FC Groningen,3,1
2020-2021,2021-03-07,Fortuna Sittard,PSV,1,3
2020-2021,2021-03-07,Heracles Almelo,PEC Zwolle,2,1
2020-2021,2021-03-07,Vitesse,AZ,2,1
2020-2021,2021-03-09,VVV-Venlo,Sparta Rotterdam,0,1
2020-2021,2021-03-13,ADO Den Haag,Heracles Almelo,1,2
2020-2021,2021-03-13,AZ,FC Twente,4,1
2020-2021,2021-03-13,FC Groningen,FC Emmen,1,1
2020-2021,2021-03-13,Sparta Rotterdam,RKC Waalwijk,2,0
2020-2021,2021-03-13,Willem II,SC Heerenveen,3,1
2020-2021,2021-03-14,FC Utrecht,Vitesse,1,3
2020-2021,2021-03-14,PEC Zwolle,Ajax,0,2
2020-2021,2021-03-14,PSV,Feyenoord,1,1
2020-2021,2021-03-14,VVV-Venlo,Fortuna Sittard,1,3
2020-2021,2021-03-19,SC Heerenveen,FC Twente,0,0
2020-2021,2021-03-20,Feyenoord,FC Emmen,1,1
2020-2021,2021-03-20,Fortuna Sittard,FC Utrecht,0,1
2020-2021,2021-03-20,RKC Waalwijk,FC Groningen,3,1
2020-2021,2021-03-21,Ajax,ADO Den Haag,5,0
2020-2021,2021-03-21,AZ,PSV,2,0
2020-2021,2021-03-21,Heracles Almelo,Sparta Rotterdam,1,1
2020-2021,2021-03-21,PEC Zwolle,VVV-Venlo,2,1
2020-2021,2021-03-21,Vitesse,Willem II,0,0
2020-2021,2021-04-03,FC Twente,Vitesse,1,2
2020-2021,2021-04-03,Sparta Rotterdam,PEC Zwolle,3,2
2020-2021,2021-04-03,VVV-Venlo,FC Groningen,0,1
2020-2021,2021-04-03,Willem II,AZ,0,1
2020-2021,2021-04-04,ADO Den Haag,FC Utrecht,1,4
2020-2021,2021-04-04,FC Emmen,RKC Waalwijk,3,1
2020-2021,2021-04-04,Feyenoord,Fortuna Sittard,2,0
2020-2021,2021-04-04,PSV,Heracles Almelo,3,0
2020-2021,2021-04-04,SC Heerenveen,Ajax,1,2
2020-2021,2021-04-09,Vitesse,ADO Den Haag,0,0
2020-2021,2021-04-10,AZ,Sparta Rotterdam,2,0
2020-2021,2021-04-10,Fortuna Sittard,FC Emmen,1,3
2020-2021,2021-04-10,Heracles Almelo,Willem II,4,0
2020-2021,2021-04-10,PEC Zwolle,FC Twente,1,0
2020-2021,2021-04-11,FC Groningen,SC Heerenveen,0,2
2020-2021,2021-04-11,FC Utrecht,Feyenoord,1,2
2020-2021,2021-04-11,RKC Waalwijk,Ajax,0,1
2020-2021,2021-04-11,VVV-Venlo,PSV,0,2
2020-2021,2021-04-22,Ajax,FC Utrecht,1,1
2020-2021,2021-04-23,Willem II,RKC Waalwijk,1,0
2020-2021,2021-04-24,PSV,FC Groningen,1,0
2020-2021,2021-04-24,SC Heerenveen,PEC Zwolle,0,2
2020-2021,2021-04-24,Sparta Rotterdam,VVV-Venlo,2,0
2020-2021,2021-04-25,ADO Den Haag,Fortuna Sittard,0,3
2020-2021,2021-04-25,Ajax,AZ,2,0
2020-2021,2021-04-25,FC Emmen,Heracles Almelo,3,1
2020-2021,2021-04-25,FC Twente,FC Utrecht,1,2
2020-2021,2021-04-25,Feyenoord,Vitesse,0,0
2020-2021,2021-05-01,FC Utrecht,Willem II,3,2
2020-2021,2021-05-01,Fortuna Sittard,FC Twente,3,0
2020-2021,2021-05-01,Heracles Almelo,VVV-Venlo,4,0
2020-2021,2021-05-01,RKC Waalwijk,AZ,1,3
2020-2021,2021-05-01,Vitesse,PEC Zwolle,2,1
2020-2021,2021-05-02,ADO Den Haag,Feyenoord,3,2
2020-2021,2021-05-02,Ajax,FC Emmen,4,0
2020-2021,2021-05-02,FC Groningen,Sparta Rotterdam,1,2
2020-2021,2021-05-02,PSV,SC Heerenveen,2,2
2020-2021,2021-05-07,Sparta Rotterdam,Vitesse,3,0
2020-2021,2021-05-08,AZ,Fortuna Sittard,1,0
2020-2021,2021-05-08,FC Twente,Heracles Almelo,1,1
2020-2021,2021-05-08,SC Heerenveen,FC Utrecht,0,0
2020-2021,2021-05-08,VVV-Venlo,RKC Waalwijk,3,3
2020-2021,2021-05-09,FC Emmen,FC Groningen,0,4
2020-2021,2021-05-09,Feyenoord,Ajax,0,3
2020-2021,2021-05-09,PEC Zwolle,ADO Den Haag,0,1
2020-2021,2021-05-09,Willem II,PSV,0,2
2020-2021,2021-05-13,ADO Den Haag,Willem II,1,4
2020-2021,2021-05-13,Ajax,VVV-Venlo,3,1
2020-2021,2021-05-13,FC Emmen,SC Heerenveen,3,1
2020-2021,2021-05-13,FC Groningen,AZ,0,0
2020-2021,2021-05-13,Fortuna Sittard,Vitesse,3,3
2020-2021,2021-05-13,Heracles Almelo,Feyenoord,1,1
2020-2021,2021-05-13,PSV,PEC Zwolle,4,2
2020-2021,2021-05-13,RKC Waalwijk,FC Twente,2,1
2020-2021,2021-05-13,Sparta Rotterdam,FC Utrecht,0,0
2020-2021,2021-05-16,AZ,Heracles Almelo,5,0
2020-2021,2021-05-16,FC Twente,ADO Den Haag,3,2
2020-2021,2021-05-16,FC Utrecht,PSV,1,1
2020-2021,2021-05-16,Feyenoord,RKC Waalwijk,3,0
2020-2021,2021-05-16,PEC Zwolle,FC Groningen,1,0
2020-2021,2021-05-16,SC Heerenveen,Sparta Rotterdam,1,2
2020-2021,2021-05-16,Vitesse,Ajax,1,3
2020-2021,2021-05-16,VVV-Venlo,FC Emmen,0,4
2020-2021,2021-05-16,Willem II,Fortuna Sittard,2,1
2021-2022,2021-08-13,Go Ahead Eagles,SC Heerenveen,0,1
2021-2022,2021-08-14,Ajax,NEC,5,0
2021-2022,2021-08-14,Fortuna Sittard,FC Twente,2,1
2021-2022,2021-08-14,Heracles Almelo,PSV,0,2
2021-2022,2021-08-14,RKC Waalwijk,AZ,1,0
2021-2022,2021-08-15,FC Utrecht,Sparta Rotterdam,4,0
2021-2022,2021-08-15,PEC Zwolle,Vitesse,0,1
2021-2022,2021-08-15,SC Cambuur,FC Groningen,1,2
2021-2022,2021-08-15,Willem II,Feyenoord,0,4
2021-2022,2021-08-20,NEC,PEC Zwolle,2,0
2021-2022,2021-08-21,FC Groningen,FC Utrecht,0,0
2021-2022,2021-08-21,PSV,SC Cambuur,4,1
2021-2022,2021-08-21,SC Heerenveen,RKC Waalwijk,3,2
2021-2022,2021-08-21,Sparta Rotterdam,Heracles Almelo,1,1
2021-2022,2021-08-22,FC Twente,Ajax,1,1
2021-2022,2021-08-22,Feyenoord,Go Ahead Eagles,2,0
2021-2022,2021-08-22,Vitesse,Willem II,0,3
2021-2022,2021-08-27,Fortuna Sittard,RKC Waalwijk,2,2
2021-2022,2021-08-28,Go Ahead Eagles,Sparta Rotterdam,2,0
2021-2022,2021-08-28,PSV,FC Groningen,5,2
2021-2022,2021-08-28,SC Cambuur,FC Twente,2,0
2021-2022,2021-08-28,Willem II,PEC Zwolle,1,0
2021-2022,2021-08-29,Ajax,Vitesse,5,0
2021-2022,2021-08-29,FC Utrecht,Feyenoord,3,1
2021-2022,2021-08-29,Heracles Almelo,NEC,0,1
2021-2022,2021-08-29,SC Heerenveen,AZ,1,3
2021-2022,2021-09-11,AZ,PSV,0,3
2021-2022,2021-09-11,FC Twente,FC Utrecht,1,0
2021-2022,2021-09-11,PEC Zwolle,Ajax,0,2
2021-2022,2021-09-11,SC Cambuur,Go Ahead Eagles,5,2
2021-2022,2021-09-12,FC Groningen,SC Heerenveen,1,1
2021-2022,2021-09-12,NEC,Willem II,0,0
2021-2022,2021-09-12,RKC Waalwijk,Vitesse,1,2
2021-2022,2021-09-12,Sparta Rotterdam,Fortuna Sittard,3,1
2021-2022,2021-09-17,Sparta Rotterdam,NEC,1,1
2021-2022,2021-09-18,Ajax,SC Cambuur,9,0
2021-2022,2021-09-18,FC Utrecht,RKC Waalwijk,2,2
2021-2022,2021-09-18,SC Heerenveen,Fortuna Sittard,1,0
2021-2022,2021-09-18,Willem II,FC Groningen,2,1
2021-2022,2021-09-19,Go Ahead Eagles,PEC Zwolle,1,0
2021-2022,2021-09-19,Heracles Almelo,AZ,3,2
2021-2022,2021-09-19,PSV,Feyenoord,0,4
2021-2022,2021-09-19,Vitesse,FC Twente,1,4
2021-2022,2021-09-21,Fortuna Sittard,Ajax,0,5
2021-2022,2021-09-21,RKC Waalwijk,Willem II,1,2
2021-2022,2021-09-22,FC Groningen,Vitesse,0,1
2021-2022,2021-09-22,Feyenoord,SC Heerenveen,3,1
2021-2022,2021-09-22,Go Ahead Eagles,PSV,1,2
2021-2022,2021-09-22,NEC,FC Utrecht,0,3
2021-2022,2021-09-22,PEC Zwolle,Sparta Rotterdam,1,1
2021-2022,2021-09-23,FC Twente,AZ,3,1
2021-2022,2021-09-23,SC Cambuur,Heracles Almelo,2,1
2021-2022,2021-09-25,Ajax,FC Groningen,3,0
2021-2022,2021-09-25,FC Utrecht,PEC Zwolle,5,1
2021-2022,2021-09-25,Feyenoord,NEC,5,3
2021-2022,2021-09-25,Vitesse,Fortuna Sittard,1,1
2021-2022,2021-09-25,Willem II,PSV,2,1
2021-2022,2021-09-26,AZ,Go Ahead Eagles,5,0
2021-2022,2021-09-26,Heracles Almelo,RKC Waalwijk,1,0
2021-2022,2021-09-26,SC Heerenveen,FC Twente,2,3
2021-2022,2021-09-26,Sparta Rotterdam,SC Cambuur,0,4
2021-2022,2021-10-01,FC Groningen,FC Twente,1,1
2021-2022,2021-10-02,Fortuna Sittard,NEC,1,3
2021-2022,2021-10-02,Heracles Almelo,Willem II,3,2
2021-2022,2021-10-02,PEC Zwolle,SC Heerenveen,0,1
2021-2022,2021-10-02,RKC Waalwijk,Go Ahead Eagles,1,1
2021-2022,2021-10-03,Ajax,FC Utrecht,0,1
2021-2022,2021-10-03,PSV,Sparta Rotterdam,2,1
2021-2022,2021-10-03,SC Cambuur,AZ,1,3
2021-2022,2021-10-03,Vitesse,Feyenoord,2,1
2021-2022,2021-10-16,Feyenoord,RKC Waalwijk,2,2
2021-2022,2021-10-16,Fortuna Sittard,SC Cambuur,1,0
2021-2022,2021-10-16,Go Ahead Eagles,Heracles Almelo,4,2
2021-2022,2021-10-16,PSV,PEC Zwolle,3,1
2021-2022,2021-10-16,SC Heerenveen,Ajax,0,2
2021-2022,2021-10-17,AZ,FC Utrecht,5,1
2021-2022,2021-10-17,FC Twente,Willem II,1,1
2021-2022,2021-10-17,NEC,Vitesse,0,1
2021-2022,2021-10-17,Sparta Rotterdam,FC Groningen,1,1
2021-2022,2021-10-22,Willem II,Fortuna Sittard,1,1
2021-2022,2021-10-23,FC Utrecht,SC Heerenveen,2,1
2021-2022,2021-10-23,PEC Zwolle,Heracles Almelo,1,0
2021-2022,2021-10-23,RKC Waalwijk,Sparta Rotterdam,1,0
2021-2022,2021-10-24,Ajax,PSV,5,0
2021-2022,2021-10-24,FC Groningen,AZ,2,0
2021-2022,2021-10-24,FC Twente,NEC,1,2
2021-2022,2021-10-24,SC Cambuur,Feyenoord,2,3
2021-2022,2021-10-24,Vitesse,Go Ahead Eagles,1,2
2021-2022,2021-10-30,AZ,PEC Zwolle,3,2
2021-2022,2021-10-30,Heracles Almelo,Ajax,0,0
2021-2022,2021-10-30,PSV,FC Twente,5,2
2021-2022,2021-10-30,SC Heerenveen,Vitesse,1,2
2021-2022,2021-10-31,FC Utrecht,Willem II,5,1
2021-2022,2021-10-31,Go Ahead Eagles,Fortuna Sittard,4,3
2021-2022,2021-10-31,NEC,FC Groningen,3,0
2021-2022,2021-10-31,RKC Waalwijk,SC Cambuur,0,1
2021-2022,2021-10-31,Sparta Rotterdam,Feyenoord,0,1
2021-2022,2021-11-05,FC Twente,Heracles Almelo,1,0
2021-2022,2021-11-06,NEC,SC Heerenveen,1,1
2021-2022,2021-11-06,PEC Zwolle,SC Cambuur,1,2
2021-2022,2021-11-06,Willem II,Sparta Rotterdam,0,3
2021-2022,2021-11-07,Ajax,Go Ahead Eagles,0,0
2021-2022,2021-11-07,FC Groningen,RKC Waalwijk,1,1
2021-2022,2021-11-07,Feyenoord,AZ,1,0
2021-2022,2021-11-07,Fortuna Sittard,PSV,1,4
2021-2022,2021-11-07,Vitesse,FC Utrecht,2,1
2021-2022,2021-11-20,AZ,NEC,1,1
2021-2022,2021-11-20,Heracles Almelo,Fortuna Sittard,3,1
2021-2022,2021-11-20,PSV,Vitesse,2,0
2021-2022,2021-11-20,Sparta Rotterdam,FC Twente,0,1
