season,date,home_team,away_team,home_score,away_score
2005-2006,2005-12-30,Roda JC,FC Groningen,1,3
2005-2006,2005-12-30,SC Heerenveen,Ajax,4,2
2005-2006,2006-01-11,NAC Breda,RKC Waalwijk,1,2
2005-2006,2006-01-11,Willem II,Heracles Almelo,1,2
2005-2006,2006-01-13,FC Groningen,SC Heerenveen,2,0
2005-2006,2006-01-14,Heracles Almelo,AZ,0,2
2005-2006,2006-01-14,NAC Breda,Roda JC,0,4
2005-2006,2006-01-14,RKC Waalwijk,RBC Roosendaal,1,1
2005-2006,2006-01-15,ADO Den Haag,FC Utrecht,2,3
2005-2006,2006-01-15,Ajax,NEC,1,1
2005-2006,2006-01-15,Sparta Rotterdam,PSV,0,1
2005-2006,2006-01-15,Vitesse,Feyenoord,0,1
2005-2006,2006-01-15,Willem II,FC Twente,1,1
2005-2006,2006-01-18,AZ,ADO Den Haag,3,1
2005-2006,2006-01-18,Sparta Rotterdam,NEC,1,3
2005-2006,2006-01-20,PSV,RKC Waalwijk,2,0
2005-2006,2006-01-21,AZ,FC Groningen,1,1
2005-2006,2006-01-21,RBC Roosendaal,Heracles Almelo,1,2
2005-2006,2006-01-21,SC Heerenveen,Sparta Rotterdam,0,0
2005-2006,2006-01-21,Vitesse,Willem II,2,1
2005-2006,2006-01-22,FC Twente,Ajax,2,3
2005-2006,2006-01-22,FC Utrecht,NAC Breda,2,2
2005-2006,2006-01-22,Feyenoord,Roda JC,0,0
2005-2006,2006-01-22,NEC,ADO Den Haag,5,0
2005-2006,2006-01-27,Roda JC,AZ,1,4
2005-2006,2006-01-28,RBC Roosendaal,SC Heerenveen,0,2
2005-2006,2006-01-28,Sparta Rotterdam,FC Twente,1,0
2005-2006,2006-01-28,Willem II,NEC,2,2
2005-2006,2006-01-29,ADO Den Haag,PSV,0,2
2005-2006,2006-01-29,Ajax,FC Utrecht,1,4
2005-2006,2006-01-29,FC Groningen,NAC Breda,3,2
2005-2006,2006-01-29,Heracles Almelo,Feyenoord,0,4
2005-2006,2006-01-29,RKC Waalwijk,Vitesse,0,1
2005-2006,2006-02-03,Willem II,RBC Roosendaal,3,1
2005-2006,2006-02-04,AZ,Vitesse,1,1
2005-2006,2006-02-04,FC Groningen,Heracles Almelo,0,0
2005-2006,2006-02-04,NAC Breda,Sparta Rotterdam,0,0
2005-2006,2006-02-04,PSV,Roda JC,3,2
2005-2006,2006-02-05,FC Twente,FC Utrecht,3,0
2005-2006,2006-02-05,Feyenoord,Ajax,3,2
2005-2006,2006-02-05,RKC Waalwijk,NEC,1,3
2005-2006,2006-02-05,SC Heerenveen,ADO Den Haag,3,0
2005-2006,2006-02-07,RBC Roosendaal,AZ,0,5
2005-2006,2006-02-07,Sparta Rotterdam,FC Groningen,1,0
2005-2006,2006-02-08,ADO Den Haag,NAC Breda,0,3
2005-2006,2006-02-08,Ajax,Willem II,1,0
2005-2006,2006-02-08,FC Utrecht,PSV,1,2
2005-2006,2006-02-08,Heracles Almelo,SC Heerenveen,1,1
2005-2006,2006-02-08,NEC,Feyenoord,1,2
2005-2006,2006-02-08,Roda JC,RKC Waalwijk,1,0
2005-2006,2006-02-08,Vitesse,FC Twente,1,2
2005-2006,2006-02-10,Sparta Rotterdam,AZ,0,1
2005-2006,2006-02-11,FC Twente,Roda JC,1,0
2005-2006,2006-02-11,PSV,Heracles Almelo,1,0
2005-2006,2006-02-11,RKC Waalwijk,Willem II,1,0
2005-2006,2006-02-11,SC Heerenveen,Vitesse,4,1
2005-2006,2006-02-12,ADO Den Haag,Ajax,1,2
2005-2006,2006-02-12,FC Utrecht,NEC,1,1
2005-2006,2006-02-12,NAC Breda,Feyenoord,3,3
2005-2006,2006-02-12,RBC Roosendaal,FC Groningen,1,2
2005-2006,2006-02-17,NEC,FC Twente,0,3
2005-2006,2006-02-17,Vitesse,PSV,1,3
2005-2006,2006-02-18,FC Groningen,RKC Waalwijk,1,0
2005-2006,2006-02-18,Roda JC,SC Heerenveen,2,1
2005-2006,2006-02-19,Ajax,RBC Roosendaal,6,0
2005-2006,2006-02-19,AZ,FC Utrecht,2,3
2005-2006,2006-02-19,Feyenoord,Sparta Rotterdam,4,0
2005-2006,2006-02-19,Heracles Almelo,ADO Den Haag,1,3
2005-2006,2006-02-19,Willem II,NAC Breda,2,0
2005-2006,2006-02-24,RBC Roosendaal,NEC,2,0
2005-2006,2006-02-24,RKC Waalwijk,FC Twente,0,0
2005-2006,2006-02-25,ADO Den Haag,Vitesse,2,0
2005-2006,2006-02-25,Sparta Rotterdam,Willem II,3,2
2005-2006,2006-02-26,AZ,PSV,1,2
2005-2006,2006-02-26,FC Groningen,Feyenoord,1,1
2005-2006,2006-02-26,FC Utrecht,Roda JC,2,1
2005-2006,2006-02-26,Heracles Almelo,Ajax,1,3
2005-2006,2006-02-26,SC Heerenveen,NAC Breda,2,1
2005-2006,2006-03-03,NEC,AZ,0,2
2005-2006,2006-03-03,PSV,SC Heerenveen,4,1
2005-2006,2006-03-04,NAC Breda,RBC Roosendaal,2,1
2005-2006,2006-03-04,Vitesse,Roda JC,1,3
2005-2006,2006-03-04,Willem II,FC Groningen,5,0
2005-2006,2006-03-05,Ajax,Sparta Rotterdam,6,0
2005-2006,2006-03-05,FC Twente,Heracles Almelo,2,0
2005-2006,2006-03-05,Feyenoord,FC Utrecht,3,0
2005-2006,2006-03-05,RKC Waalwijk,ADO Den Haag,3,0
2005-2006,2006-03-10,FC Twente,NAC Breda,1,0
2005-2006,2006-03-11,ADO Den Haag,FC Groningen,2,1
2005-2006,2006-03-11,Ajax,PSV,0,0
2005-2006,2006-03-11,NEC,Heracles Almelo,2,0
2005-2006,2006-03-11,Roda JC,Sparta Rotterdam,1,1
2005-2006,2006-03-12,FC Utrecht,SC Heerenveen,2,0
2005-2006,2006-03-12,Feyenoord,RKC Waalwijk,1,1
2005-2006,2006-03-12,Vitesse,RBC Roosendaal,5,1
2005-2006,2006-03-12,Willem II,AZ,1,3
2005-2006,2006-03-17,NAC Breda,Vitesse,2,2
2005-2006,2006-03-18,ADO Den Haag,Roda JC,1,1
2005-2006,2006-03-18,Heracles Almelo,Willem II,1,0
2005-2006,2006-03-18,PSV,NEC,1,0
2005-2006,2006-03-18,SC Heerenveen,RKC Waalwijk,2,1
2005-2006,2006-03-19,AZ,Feyenoord,1,0
2005-2006,2006-03-19,FC Groningen,Ajax,3,2
2005-2006,2006-03-19,RBC Roosendaal,FC Twente,1,1
2005-2006,2006-03-19,Sparta Rotterdam,FC Utrecht,0,1
2005-2006,2006-03-24,Vitesse,Sparta Rotterdam,3,1
2005-2006,2006-03-25,FC Twente,SC Heerenveen,1,2
2005-2006,2006-03-25,NEC,FC Groningen,2,2
2005-2006,2006-03-25,Roda JC,RBC Roosendaal,5,1
2005-2006,2006-03-25,Willem II,PSV,0,3
2005-2006,2006-03-26,Ajax,NAC Breda,1,1
2005-2006,2006-03-26,FC Utrecht,Heracles Almelo,1,0
2005-2006,2006-03-26,Feyenoord,ADO Den Haag,0,2
2005-2006,2006-03-26,RKC Waalwijk,AZ,0,1
2005-2006,2006-03-31,FC Utrecht,RKC Waalwijk,3,1
2005-2006,2006-04-01,ADO Den Haag,Willem II,1,1
2005-2006,2006-04-01,Heracles Almelo,Sparta Rotterdam,1,0
2005-2006,2006-04-01,NEC,SC Heerenveen,4,1
2005-2006,2006-04-01,RBC Roosendaal,PSV,1,2
2005-2006,2006-04-02,FC Groningen,Vitesse,2,1
2005-2006,2006-04-02,Feyenoord,FC Twente,4,2
2005-2006,2006-04-02,Roda JC,Ajax,2,1
2005-2006,2006-04-04,AZ,NAC Breda,3,2
2005-2006,2006-04-07,SC Heerenveen,Feyenoord,1,1
2005-2006,2006-04-08,NAC Breda,NEC,2,1
2005-2006,2006-04-08,RKC Waalwijk,Heracles Almelo,0,2
2005-2006,2006-04-08,Sparta Rotterdam,RBC Roosendaal,5,0
2005-2006,2006-04-09,Ajax,AZ,1,0
2005-2006,2006-04-09,FC Twente,ADO Den Haag,2,0
2005-2006,2006-04-09,PSV,FC Groningen,1,1
2005-2006,2006-04-09,Vitesse,FC Utrecht,1,0
2005-2006,2006-04-09,Willem II,Roda JC,2,2
2005-2006,2006-04-12,Ajax,Vitesse,2,1
2005-2006,2006-04-12,AZ,FC Twente,0,0
2005-2006,2006-04-12,FC Groningen,FC Utrecht,2,1
2005-2006,2006-04-12,Heracles Almelo,NAC Breda,4,2
2005-2006,2006-04-12,NEC,Roda JC,0,3
2005-2006,2006-04-12,PSV,Feyenoord,1,1
2005-2006,2006-04-12,RBC Roosendaal,ADO Den Haag,1,2
2005-2006,2006-04-12,Sparta Rotterdam,RKC Waalwijk,3,2
2005-2006,2006-04-12,Willem II,SC Heerenveen,4,3
2005-2006,2006-04-16,ADO Den Haag,Sparta Rotterdam,0,2
2005-2006,2006-04-16,FC Twente,FC Groningen,1,1
2005-2006,2006-04-16,FC Utrecht,Willem II,1,4
2005-2006,2006-04-16,Feyenoord,RBC Roosendaal,2,0
2005-2006,2006-04-16,NAC Breda,PSV,2,6
2005-2006,2006-04-16,RKC Waalwijk,Ajax,2,4
2005-2006,2006-04-16,Roda JC,Heracles Almelo,2,1
2005-2006,2006-04-16,SC Heerenveen,AZ,2,4
2005-2006,2006-04-16,Vitesse,NEC,1,1
2006-2007,2006-08-18,Sparta Rotterdam,Vitesse,1,2
2006-2007,2006-08-19,ADO Den Haag,SC Heerenveen,2,3
2006-2007,2006-08-19,AZ,NAC Breda,8,1
2006-2007,2006-08-19,Excelsior,Roda JC,0,1
2006-2007,2006-08-19,Willem II,FC Utrecht,2,1
2006-2007,2006-08-20,Ajax,RKC Waalwijk,5,0
2006-2007,2006-08-20,FC Groningen,Feyenoord,3,0
2006-2007,2006-08-20,Heracles Almelo,FC Twente,3,0
2006-2007,2006-08-20,PSV,NEC,3,1
2006-2007,2006-08-25,Roda JC,ADO Den Haag,1,0
2006-2007,2006-08-26,FC Utrecht,Sparta Rotterdam,2,2
2006-2007,2006-08-26,RKC Waalwijk,Excelsior,1,1
2006-2007,2006-08-26,SC Heerenveen,Willem II,5,0
2006-2007,2006-08-26,Vitesse,AZ,1,3
2006-2007,2006-08-27,FC Twente,PSV,1,0
2006-2007,2006-08-27,Feyenoord,Heracles Almelo,0,0
2006-2007,2006-08-27,NAC Breda,Ajax,1,2
2006-2007,2006-08-27,NEC,FC Groningen,1,1
2006-2007,2006-09-08,ADO Den Haag,NAC Breda,0,2
2006-2007,2006-09-08,FC Twente,Roda JC,2,2
2006-2007,2006-09-09,Excelsior,SC Heerenveen,3,1
2006-2007,2006-09-09,Willem II,PSV,1,3
2006-2007,2006-09-10,Ajax,Vitesse,3,0
2006-2007,2006-09-10,FC Groningen,Heracles Almelo,2,1
2006-2007,2006-09-10,FC Utrecht,RKC Waalwijk,5,0
2006-2007,2006-09-10,NEC,AZ,0,2
2006-2007,2006-09-10,Sparta Rotterdam,Feyenoord,1,4
2006-2007,2006-09-15,RKC Waalwijk,ADO Den Haag,1,0
2006-2007,2006-09-16,Excelsior,Willem II,3,2
2006-2007,2006-09-16,Heracles Almelo,FC Utrecht,3,0
2006-2007,2006-09-16,Vitesse,NAC Breda,0,1
2006-2007,2006-09-17,AZ,FC Twente,2,2
2006-2007,2006-09-17,PSV,Feyenoord,2,1
2006-2007,2006-09-17,Roda JC,Ajax,2,0
2006-2007,2006-09-17,SC Heerenveen,NEC,3,0
2006-2007,2006-09-17,Sparta Rotterdam,FC Groningen,0,1
2006-2007,2006-09-22,NAC Breda,Willem II,0,0
2006-2007,2006-09-23,ADO Den Haag,PSV,0,2
2006-2007,2006-09-23,FC Twente,Sparta Rotterdam,2,0
2006-2007,2006-09-23,Vitesse,Heracles Almelo,4,0
2006-2007,2006-09-24,Ajax,NEC,2,0
2006-2007,2006-09-24,FC Groningen,RKC Waalwijk,1,1
2006-2007,2006-09-24,FC Utrecht,SC Heerenveen,1,0
2006-2007,2006-09-24,Feyenoord,Excelsior,1,0
2006-2007,2006-09-24,Roda JC,AZ,0,2
2006-2007,2006-09-29,NEC,Heracles Almelo,2,0
2006-2007,2006-09-30,Excelsior,Sparta Rotterdam,3,1
2006-2007,2006-09-30,FC Twente,RKC Waalwijk,4,3
2006-2007,2006-09-30,Willem II,Roda JC,0,1
2006-2007,2006-10-01,AZ,ADO Den Haag,2,2
2006-2007,2006-10-01,FC Groningen,Vitesse,4,3
2006-2007,2006-10-01,FC Utrecht,Ajax,2,3
2006-2007,2006-10-01,Feyenoord,NAC Breda,3,2
2006-2007,2006-10-01,SC Heerenveen,PSV,0,0
2006-2007,2006-10-13,ADO Den Haag,FC Twente,1,2
2006-2007,2006-10-14,Ajax,FC Groningen,3,2
2006-2007,2006-10-14,NAC Breda,NEC,0,2
2006-2007,2006-10-14,Sparta Rotterdam,AZ,0,2
2006-2007,2006-10-14,Vitesse,Willem II,1,0
2006-2007,2006-10-15,Excelsior,FC Utrecht,0,1
2006-2007,2006-10-15,Heracles Almelo,SC Heerenveen,1,0
2006-2007,2006-10-15,PSV,Roda JC,4,1
2006-2007,2006-10-15,RKC Waalwijk,Feyenoord,2,2
2006-2007,2006-10-20,Willem II,Heracles Almelo,2,0
2006-2007,2006-10-21,FC Twente,Excelsior,4,1
2006-2007,2006-10-21,RKC Waalwijk,NAC Breda,0,1
2006-2007,2006-10-21,Roda JC,Sparta Rotterdam,2,1
2006-2007,2006-10-22,AZ,PSV,1,3
2006-2007,2006-10-22,FC Utrecht,ADO Den Haag,2,0
2006-2007,2006-10-22,Feyenoord,Ajax,0,4
2006-2007,2006-10-22,NEC,Vitesse,1,0
2006-2007,2006-10-22,SC Heerenveen,FC Groningen,4,2
2006-2007,2006-10-25,Ajax,ADO Den Haag,2,0
2006-2007,2006-10-25,FC Groningen,Excelsior,2,1
2006-2007,2006-10-25,Heracles Almelo,RKC Waalwijk,1,1
2006-2007,2006-10-25,NEC,Roda JC,0,0
2006-2007,2006-10-25,PSV,Sparta Rotterdam,7,0
2006-2007,2006-10-26,Feyenoord,FC Twente,2,1
2006-2007,2006-10-26,NAC Breda,FC Utrecht,2,1
2006-2007,2006-10-26,Willem II,AZ,0,4
2006-2007,2006-10-28,ADO Den Haag,Heracles Almelo,2,0
2006-2007,2006-10-28,Excelsior,Vitesse,2,2
2006-2007,2006-10-28,RKC Waalwijk,PSV,0,3
2006-2007,2006-10-28,SC Heerenveen,Ajax,0,2
2006-2007,2006-10-29,AZ,FC Utrecht,5,1
2006-2007,2006-10-29,FC Twente,NEC,4,0
2006-2007,2006-10-29,NAC Breda,FC Groningen,0,0
2006-2007,2006-10-29,Roda JC,Feyenoord,1,2
2006-2007,2006-10-29,Sparta Rotterdam,Willem II,1,0
2006-2007,2006-11-03,NEC,Willem II,1,2
2006-2007,2006-11-04,ADO Den Haag,Excelsior,2,2
2006-2007,2006-11-04,FC Groningen,Roda JC,2,1
2006-2007,2006-11-04,PSV,NAC Breda,3,0
2006-2007,2006-11-05,FC Utrecht,FC Twente,0,0
2006-2007,2006-11-05,Feyenoord,Vitesse,2,1
2006-2007,2006-11-05,Heracles Almelo,Ajax,0,3
2006-2007,2006-11-05,RKC Waalwijk,AZ,0,2
2006-2007,2006-11-05,SC Heerenveen,Sparta Rotterdam,2,0
2006-2007,2006-11-10,NAC Breda,SC Heerenveen,1,1
2006-2007,2006-11-11,AZ,Heracles Almelo,5,0
2006-2007,2006-11-11,Excelsior,NEC,1,1
2006-2007,2006-11-11,Roda JC,RKC Waalwijk,1,1
2006-2007,2006-11-12,Ajax,PSV,0,1
2006-2007,2006-11-12,FC Twente,FC Groningen,7,1
2006-2007,2006-11-12,Sparta Rotterdam,ADO Den Haag,2,1
2006-2007,2006-11-12,Vitesse,FC Utrecht,4,2
2006-2007,2006-11-12,Willem II,Feyenoord,3,5
2006-2007,2006-11-17,Heracles Almelo,NAC Breda,2,0
2006-2007,2006-11-18,Feyenoord,AZ,3,2
2006-2007,2006-11-18,NEC,Sparta Rotterdam,1,2
2006-2007,2006-11-18,PSV,Excelsior,4,0
2006-2007,2006-11-18,RKC Waalwijk,SC Heerenveen,0,2
2006-2007,2006-11-19,ADO Den Haag,Vitesse,0,3
2006-2007,2006-11-19,Ajax,FC Twente,1,1
2006-2007,2006-11-19,FC Groningen,Willem II,4,1
2006-2007,2006-11-19,FC Utrecht,Roda JC,2,0
2006-2007,2006-11-24,FC Twente,Vitesse,2,0
2006-2007,2006-11-25,Excelsior,Heracles Almelo,6,1
2006-2007,2006-11-25,PSV,FC Utrecht,5,0
2006-2007,2006-11-25,Willem II,RKC Waalwijk,3,1
2006-2007,2006-11-26,FC Groningen,ADO Den Haag,2,5
2006-2007,2006-11-26,NEC,Feyenoord,4,1
2006-2007,2006-11-26,Roda JC,NAC Breda,3,2
2006-2007,2006-11-26,SC Heerenveen,AZ,1,3
2006-2007,2006-11-26,Sparta Rotterdam,Ajax,3,0
2006-2007,2006-11-29,Vitesse,SC Heerenveen,1,3
2006-2007,2006-12-01,RKC Waalwijk,Sparta Rotterdam,2,1
2006-2007,2006-12-02,ADO Den Haag,NEC,0,2
2006-2007,2006-12-02,Heracles Almelo,Roda JC,1,1
2006-2007,2006-12-02,NAC Breda,FC Twente,0,0
2006-2007,2006-12-02,Vitesse,PSV,0,1
2006-2007,2006-12-03,Ajax,Willem II,6,0
2006-2007,2006-12-03,AZ,Excelsior,5,0
2006-2007,2006-12-03,FC Utrecht,FC Groningen,3,0
2006-2007,2006-12-03,Feyenoord,SC Heerenveen,4,3
2006-2007,2006-12-08,SC Heerenveen,Roda JC,1,0
2006-2007,2006-12-09,FC Groningen,PSV,0,2
2006-2007,2006-12-09,Heracles Almelo,Sparta Rotterdam,2,3
2006-2007,2006-12-09,NAC Breda,Excelsior,2,1
2006-2007,2006-12-09,NEC,FC Utrecht,2,0
2006-2007,2006-12-10,Ajax,AZ,2,2
2006-2007,2006-12-10,Feyenoord,ADO Den Haag,3,1
2006-2007,2006-12-10,Vitesse,RKC Waalwijk,3,1
2006-2007,2006-12-10,Willem II,FC Twente,1,3
2006-2007,2006-12-15,PSV,Heracles Almelo,3,0
2006-2007,2006-12-16,ADO Den Haag,Willem II,2,1
2006-2007,2006-12-16,Roda JC,Vitesse,2,4
2006-2007,2006-12-16,Sparta Rotterdam,NAC Breda,0,3
2006-2007,2006-12-17,AZ,FC Groningen,2,0
2006-2007,2006-12-17,Excelsior,Ajax,1,3
2006-2007,2006-12-17,FC Twente,SC Heerenveen,5,1
2006-2007,2006-12-17,FC Utrecht,Feyenoord,2,1
2006-2007,2006-12-17,RKC Waalwijk,NEC,0,1
2006-2007,2006-12-22,Heracles Almelo,FC Groningen,0,1
2006-2007,2006-12-23,Feyenoord,Sparta Rotterdam,3,2
2006-2007,2006-12-23,NAC Breda,ADO Den Haag,2,2
2006-2007,2006-12-23,PSV,Willem II,4,0
2006-2007,2006-12-23,SC Heerenveen,Excelsior,2,0
2006-2007,2006-12-24,AZ,NEC,0,0
2006-2007,2006-12-24,RKC Waalwijk,FC Utrecht,1,1
2006-2007,2006-12-24,Roda JC,FC Twente,2,0
2006-2007,2006-12-24,Vitesse,Ajax,4,2
2006-2007,2006-12-26,FC Groningen,Sparta Rotterdam,0,1
2006-2007,2006-12-26,Feyenoord,PSV,1,1
2006-2007,2006-12-26,Willem II,Excelsior,2,1
2006-2007,2006-12-27,ADO Den Haag,RKC Waalwijk,1,1
2006-2007,2006-12-27,Ajax,Roda JC,2,0
2006-2007,2006-12-27,FC Twente,AZ,3,0
2006-2007,2006-12-27,FC Utrecht,Heracles Almelo,0,0
2006-2007,2006-12-27,NAC Breda,Vitesse,2,1
2006-2007,2006-12-27,NEC,SC Heerenveen,0,2
2006-2007,2006-12-29,Excelsior,Feyenoord,1,3
2006-2007,2006-12-30,NEC,Ajax,2,2
2006-2007,2006-12-30,PSV,ADO Den Haag,2,1
2006-2007,2006-12-30,RKC Waalwijk,FC Groningen,0,2
2006-2007,2006-12-30,SC Heerenveen,FC Utrecht,0,0
2006-2007,2006-12-30,Sparta Rotterdam,FC Twente,3,0
2006-2007,2006-12-31,AZ,Roda JC,2,2
2006-2007,2006-12-31,Heracles Almelo,Vitesse,2,2
2006-2007,2007-01-14,Willem II,NAC Breda,0,2
2006-2007,2007-01-19,ADO Den Haag,AZ,1,3
2006-2007,2007-01-20,Heracles Almelo,NEC,0,0
2006-2007,2007-01-20,PSV,SC Heerenveen,3,1
2006-2007,2007-01-20,RKC Waalwijk,FC Twente,1,2
2006-2007,2007-01-20,Roda JC,Willem II,2,1
2006-2007,2007-01-21,Ajax,FC Utrecht,2,0
2006-2007,2007-01-21,NAC Breda,Feyenoord,4,1
2006-2007,2007-01-21,Sparta Rotterdam,Excelsior,2,1
2006-2007,2007-01-21,Vitesse,FC Groningen,3,2
2006-2007,2007-01-26,SC Heerenveen,Heracles Almelo,5,1
2006-2007,2007-01-27,AZ,Sparta Rotterdam,3,0
2006-2007,2007-01-27,FC Utrecht,Excelsior,1,0
2006-2007,2007-01-27,NEC,NAC Breda,2,1
2006-2007,2007-01-27,Willem II,Vitesse,0,0
2006-2007,2007-01-28,FC Groningen,Ajax,2,3
2006-2007,2007-01-28,FC Twente,ADO Den Haag,3,1
2006-2007,2007-01-28,Feyenoord,RKC Waalwijk,3,1
2006-2007,2007-01-28,Roda JC,PSV,2,0
2006-2007,2007-02-02,FC Groningen,SC Heerenveen,1,1
2006-2007,2007-02-03,Excelsior,FC Twente,1,2
2006-2007,2007-02-03,Heracles Almelo,Willem II,2,2
2006-2007,2007-02-03,NAC Breda,RKC Waalwijk,2,1
2006-2007,2007-02-03,PSV,AZ,2,3
2006-2007,2007-02-04,ADO Den Haag,FC Utrecht,1,1
2006-2007,2007-02-04,Ajax,Feyenoord,4,1
2006-2007,2007-02-04,Sparta Rotterdam,Roda JC,2,2
2006-2007,2007-02-04,Vitesse,NEC,1,1
2006-2007,2007-02-09,Excelsior,FC Groningen,0,2
2006-2007,2007-02-10,AZ,Willem II,2,0
2006-2007,2007-02-10,RKC Waalwijk,Heracles Almelo,2,0
2006-2007,2007-02-10,Roda JC,NEC,1,0
2006-2007,2007-02-10,SC Heerenveen,Vitesse,0,0
2006-2007,2007-02-11,ADO Den Haag,Ajax,1,2
2006-2007,2007-02-11,FC Twente,Feyenoord,3,0
2006-2007,2007-02-11,FC Utrecht,NAC Breda,1,0
2006-2007,2007-02-11,Sparta Rotterdam,PSV,1,1
2006-2007,2007-02-16,NAC Breda,Sparta Rotterdam,3,1
2006-2007,2007-02-16,Willem II,ADO Den Haag,2,1
2006-2007,2007-02-17,Heracles Almelo,PSV,0,2
2006-2007,2007-02-17,NEC,RKC Waalwijk,1,0
2006-2007,2007-02-17,Vitesse,Roda JC,0,0
2006-2007,2007-02-18,Ajax,Excelsior,2,2
2006-2007,2007-02-18,FC Groningen,AZ,1,1
2006-2007,2007-02-18,Feyenoord,FC Utrecht,2,0
2006-2007,2007-02-18,SC Heerenveen,FC Twente,1,2
2006-2007,2007-02-23,FC Utrecht,NEC,3,0
2006-2007,2007-02-24,FC Twente,Willem II,0,0
2006-2007,2007-02-24,PSV,FC Groningen,1,0
2006-2007,2007-02-24,Roda JC,SC Heerenveen,1,0
2006-2007,2007-02-24,Sparta Rotterdam,Heracles Almelo,0,0
2006-2007,2007-02-25,ADO Den Haag,Feyenoord,3,3
2006-2007,2007-02-25,AZ,Ajax,1,1
2006-2007,2007-02-25,Excelsior,NAC Breda,0,2
2006-2007,2007-02-25,RKC Waalwijk,Vitesse,3,1
2006-2007,2007-03-02,NEC,FC Twente,0,3
2006-2007,2007-03-03,FC Groningen,NAC Breda,3,1
2006-2007,2007-03-03,PSV,RKC Waalwijk,2,0
2006-2007,2007-03-03,Vitesse,Excelsior,2,3
2006-2007,2007-03-03,Willem II,Sparta Rotterdam,0,0
2006-2007,2007-03-04,Ajax,SC Heerenveen,0,1
2006-2007,2007-03-04,FC Utrecht,AZ,0,4
2006-2007,2007-03-04,Feyenoord,Roda JC,1,1
2006-2007,2007-03-04,Heracles Almelo,ADO Den Haag,3,1
2006-2007,2007-03-09,Roda JC,FC Utrecht,0,0
2006-2007,2007-03-10,NAC Breda,Heracles Almelo,1,1
2006-2007,2007-03-10,SC Heerenveen,RKC Waalwijk,1,0
2006-2007,2007-03-10,Sparta Rotterdam,NEC,0,4
2006-2007,2007-03-10,Willem II,FC Groningen,3,0
2006-2007,2007-03-11,AZ,Feyenoord,0,0
2006-2007,2007-03-11,Excelsior,PSV,0,0
2006-2007,2007-03-11,FC Twente,Ajax,1,4
2006-2007,2007-03-11,Vitesse,ADO Den Haag,2,2
2006-2007,2007-03-16,RKC Waalwijk,Roda JC,3,2
2006-2007,2007-03-17,ADO Den Haag,Sparta Rotterdam,2,4
2006-2007,2007-03-17,NEC,Excelsior,0,1
2006-2007,2007-03-17,SC Heerenveen,NAC Breda,4,2
2006-2007,2007-03-18,FC Groningen,FC Twente,1,1
2006-2007,2007-03-18,FC Utrecht,Vitesse,2,0
2006-2007,2007-03-18,Feyenoord,Willem II,0,0
2006-2007,2007-03-18,Heracles Almelo,AZ,0,0
2006-2007,2007-03-18,PSV,Ajax,1,5
2006-2007,2007-03-30,Roda JC,FC Groningen,0,1
2006-2007,2007-03-31,AZ,RKC Waalwijk,2,0
2006-2007,2007-03-31,NAC Breda,PSV,1,1
2006-2007,2007-03-31,Willem II,NEC,1,0
2006-2007,2007-04-01,Ajax,Heracles Almelo,3,0
2006-2007,2007-04-01,Excelsior,ADO Den Haag,3,1
2006-2007,2007-04-01,FC Twente,FC Utrecht,3,0
2006-2007,2007-04-01,Sparta Rotterdam,SC Heerenveen,2,2
2006-2007,2007-04-01,Vitesse,Feyenoord,0,1
2006-2007,2007-04-06,Vitesse,Sparta Rotterdam,3,0
2006-2007,2007-04-07,NEC,PSV,2,1
2006-2007,2007-04-07,Roda JC,Excelsior,2,0
2006-2007,2007-04-07,SC Heerenveen,ADO Den Haag,1,1
2006-2007,2007-04-08,FC Twente,Heracles Almelo,1,1
2006-2007,2007-04-08,FC Utrecht,Willem II,3,0
2006-2007,2007-04-08,Feyenoord,FC Groningen,0,4
2006-2007,2007-04-08,NAC Breda,AZ,1,4
2006-2007,2007-04-08,RKC Waalwijk,Ajax,2,2
2006-2007,2007-04-13,Ajax,NAC Breda,2,0
2006-2007,2007-04-13,Sparta Rotterdam,FC Utrecht,1,1
2006-2007,2007-04-14,ADO Den Haag,Roda JC,0,2
2006-2007,2007-04-14,Excelsior,RKC Waalwijk,0,3
2006-2007,2007-04-14,PSV,FC Twente,2,0
2006-2007,2007-04-15,AZ,Vitesse,1,0
2006-2007,2007-04-15,FC Groningen,NEC,4,1
2006-2007,2007-04-15,Heracles Almelo,Feyenoord,4,1
2006-2007,2007-04-15,Willem II,SC Heerenveen,1,3
2006-2007,2007-04-22,Ajax,Sparta Rotterdam,5,2
2006-2007,2007-04-22,AZ,SC Heerenveen,3,1
2006-2007,2007-04-22,FC Utrecht,PSV,1,1
2006-2007,2007-04-22,Feyenoord,NEC,1,1
2006-2007,2007-04-22,Heracles Almelo,Excelsior,3,2
2006-2007,2007-04-22,NAC Breda,Roda JC,0,2
2006-2007,2007-04-22,RKC Waalwijk,Willem II,1,1
2006-2007,2007-04-22,Vitesse,FC Twente,1,1
2006-2007,2007-04-25,ADO Den Haag,FC Groningen,1,3
2006-2007,2007-04-29,Excelsior,AZ,3,2
2006-2007,2007-04-29,FC Groningen,FC Utrecht,0,2
2006-2007,2007-04-29,FC Twente,NAC Breda,2,1
2006-2007,2007-04-29,NEC,ADO Den Haag,3,2
2006-2007,2007-04-29,PSV,Vitesse,5,1
2006-2007,2007-04-29,Roda JC,Heracles Almelo,7,0
